SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER,,change
KHAITANLTD, BE, 01-Oct-2021,40.75,40.75,42.5,38.75,41.9,40.4,41,8446,3.46,64, -, -,,-0.35
KHANDSE, EQ, 01-Oct-2021,16.65,16.7,16.7,15.95,16.65,16.65,16.46,2842,0.47,27,1482,52.15,,0
KHFM, SM, 01-Oct-2021,62.35,62.35,62.35,62.35,62.35,62.35,62.35,3000,1.87,1,3000,100,,0
KICL, EQ, 01-Oct-2021,2112,2071,2100,2068.9,2073.3,2080.05,2074.37,1607,33.34,166,1368,85.13,,-31.95
KIL-RE, BE, 01-Oct-2021,7.9,8.75,9.95,7.9,8.6,8.4,8.28,3152903,261.04,10317, -, -,,0.5
KILITCH, EQ, 01-Oct-2021,166.45,169.4,169.55,166,167,167.95,167.6,1776,2.98,60,1418,79.84,,1.5
KIMS, EQ, 01-Oct-2021,1221.3,1205,1224.8,1205,1216.75,1212,1214.47,54828,665.87,4939,31476,57.41,,-9.3
KINGFA, EQ, 01-Oct-2021,998.25,1001.1,1013.55,984,995,997.9,997.33,2371,23.65,360,1592,67.14,,-0.35
KIOCL, EQ, 01-Oct-2021,243.8,244,253.9,240.8,253.9,251.3,247.94,99883,247.65,6846,46693,46.75,,7.5
KIRIINDUS, EQ, 01-Oct-2021,512.5,508,514.7,504,506.05,506.6,508.06,94273,478.97,4436,46676,49.51,,-5.9
KIRLFER, EQ, 01-Oct-2021,242.5,243.8,260,241.4,257,257.45,253.31,348855,883.67,12907,173302,49.68,,14.95
KIRLOSBROS, EQ, 01-Oct-2021,394.3,394.15,414,385,406,410.9,406.85,200656,816.37,5368,133827,66.69,,16.6
KIRLOSENG, EQ, 01-Oct-2021,207.8,208.8,209.85,201.5,202.9,202.4,204.1,172531,352.14,5816,103806,60.17,,-5.4
KIRLOSIND, EQ, 01-Oct-2021,1691.8,1700,1701.8,1642.55,1659.5,1655.95,1667.2,4584,76.42,1000,3050,66.54,,-35.85
KITEX, EQ, 01-Oct-2021,166.35,166.9,168,164.25,167,167,166.57,81156,135.18,1975,39905,49.17,,0.65
KKCL, EQ, 01-Oct-2021,913.35,919.9,930,910.75,913.3,916.5,917.03,7773,71.28,654,5969,76.79,,3.15
KKVAPOW, SM, 01-Oct-2021,1015,1034,1065.75,1034,1065.75,1065.75,1057.63,1000,10.58,4,1000,100,,50.75
KMSUGAR, EQ, 01-Oct-2021,25.55,25.55,26.3,25.35,26.3,26.1,25.88,390401,101.04,1669,168801,43.24,,0.55
KNRCON, EQ, 01-Oct-2021,286.75,286,293.75,284.25,291.1,289.9,289.14,702433,2031.04,18444,250796,35.7,,3.15
KOKUYOCMLN, EQ, 01-Oct-2021,68.05,67.8,68.8,67,67.5,67.45,67.77,222563,150.84,2571,131764,59.2,,-0.6
KOLTEPATIL, EQ, 01-Oct-2021,325.6,325.5,328.45,320.15,323.9,323.75,323.89,480471,1556.19,9954,117559,24.47,,-1.85
KOPRAN, BE, 01-Oct-2021,203.45,202.5,206,197,202.1,204.15,201.03,38206,76.8,515, -, -,,0.7
KOTAKBANK, EQ, 01-Oct-2021,2005.5,1997,2010.8,1971.9,1990.05,1993.55,1994.62,3373978,67298.12,91507,1649462,48.89,,-11.95
KOTAKBKETF, EQ, 01-Oct-2021,378.93,379,379,373.96,376.17,376.42,374.93,46388,173.92,526,6514,14.04,,-2.51
KOTAKGOLD, EQ, 01-Oct-2021,40.12,40.45,41.4,40.44,40.65,40.6,40.6,152128,61.77,1172,93817,61.67,,0.48
KOTAKIT, EQ, 01-Oct-2021,35.65,35.96,35.96,35,35.15,35.14,35.23,35734,12.59,391,26785,74.96,,-0.51
KOTAKNIFTY, EQ, 01-Oct-2021,185.81,187.5,187.5,183.8,184.71,184.75,184.29,51316,94.57,613,44408,86.54,,-1.06
KOTAKNV20, EQ, 01-Oct-2021,98.38,99,99.3,97,98.5,98.5,98.35,7959,7.83,238,5401,67.86,,0.12
KOTAKPSUBK, EQ, 01-Oct-2021,243.13,244.99,245,240,244.6,243.83,243.44,10966,26.7,295,3962,36.13,,0.7
KOTARISUG, EQ, 01-Oct-2021,31.05,31,31.9,30.65,31.75,31.2,31.12,254620,79.23,1031,104071,40.87,,0.15
KOTHARIPET, EQ, 01-Oct-2021,51.8,52,52.9,51.35,51.95,51.9,52.12,51461,26.82,812,28942,56.24,,0.1
KOTHARIPRO, BE, 01-Oct-2021,97,99.5,99.5,96.9,97.95,97.65,97.5,3872,3.78,69, -, -,,0.65
KOVAI, EQ, 01-Oct-2021,1690.05,1689.9,1722,1653.65,1691,1716.2,1694.27,2961,50.17,1183,1550,52.35,,26.15
KPIGLOBAL, EQ, 01-Oct-2021,127.4,127.4,131,125.25,128.6,128.65,128.91,11245,14.5,291,8165,72.61,,1.25
KPITTECH, EQ, 01-Oct-2021,341.75,340,343,335,338.25,338.05,337.6,715129,2414.31,24486,389114,54.41,,-3.7
KPRMILL, EQ, 01-Oct-2021,425.25,426.95,431.5,420.65,425.55,426.05,425.65,319832,1361.37,20469,192650,60.23,,0.8
KRBL, EQ, 01-Oct-2021,316.15,314.5,326,307.45,320.5,321.55,318.14,1482297,4715.75,23773,447085,30.16,,5.4
KREBSBIO, EQ, 01-Oct-2021,173,172.45,178.4,170.3,176.3,175.3,174.58,65001,113.48,2465,30735,47.28,,2.3
KRIDHANINF, EQ, 01-Oct-2021,4.45,4.65,4.65,4.5,4.65,4.6,4.64,211540,9.81,303,199242,94.19,,0.15
KRISHANA, EQ, 01-Oct-2021,195.05,197.75,198.95,190.45,192.4,191.75,192.58,6625,12.76,275,4205,63.47,,-3.3
KRSNAA, EQ, 01-Oct-2021,771.1,771,771,759.5,762.9,761.55,763.79,67084,512.38,4955,39733,59.23,,-9.55
KSB, EQ, 01-Oct-2021,1221.2,1227.6,1239.3,1204,1237.95,1232.4,1223.47,19999,244.68,3741,6754,33.77,,11.2
KSCL, EQ, 01-Oct-2021,579.1,573.05,586.8,573.05,585,583.2,580.72,97041,563.54,6499,52047,53.63,,4.1
KSHITIJPOL, SM, 01-Oct-2021,36.6,37,37,37,37,37,37,9332,3.45,2,9332,100,,0.4
KSL, EQ, 01-Oct-2021,384.6,381,388.95,379.55,383,383.65,384.56,48144,185.14,3111,14685,30.5,,-0.95
KSOLVES, SM, 01-Oct-2021,363.8,351.3,360,351.3,356.75,357.8,355.87,22400,79.72,27,12800,57.14,,-6
KTKBANK, EQ, 01-Oct-2021,68.15,67.95,69.7,67.5,68.95,68.95,68.83,1441054,991.84,5487,671363,46.59,,0.8
KUANTUM, EQ, 01-Oct-2021,80.45,80.45,80.85,78.25,79.5,79.2,79.34,17460,13.85,601,9791,56.08,,-1.25
L&TFH, EQ, 01-Oct-2021,90.95,89.95,90.35,88.5,89.5,89.65,89.43,8200859,7334.33,33472,2081457,25.38,,-1.3
L&TFINANCE, NE, 01-Oct-2021,1100.55,1090,1090.55,1090,1090.55,1090.55,1090.02,219,2.39,11,219,100,,-10
L&TFINANCE, NG, 01-Oct-2021,1177.77,1175,1185,1174.98,1174.98,1174.98,1175.07,1110,13.04,15,1008,90.81,,-2.79
L&TFINANCE, NQ, 01-Oct-2021,1085.05,1085.05,1085.05,1060.51,1085,1085,1081.73,127,1.37,5,110,86.61,,-0.05
L&TFINANCE, NW, 01-Oct-2021,1090,1140,1140,1140,1140,1140,1140,40,0.46,1,40,100,,50
LAGNAM, EQ, 01-Oct-2021,45.05,47.3,47.3,47.3,47.3,47.3,47.3,71087,33.62,149,66944,94.17,,2.25
LAKPRE, BZ, 01-Oct-2021,4.5,4.7,4.7,4.5,4.7,4.7,4.66,2296,0.11,12, -, -,,0.2
LALPATHLAB, EQ, 01-Oct-2021,3676.8,3677,3720,3632.9,3720,3707.05,3678.55,213825,7865.66,22698,78207,36.58,,30.25
LAMBODHARA, BE, 01-Oct-2021,78.25,78.8,79.95,77.95,78.5,78.5,78.51,17996,14.13,80, -, -,,0.25
LAOPALA, EQ, 01-Oct-2021,309.8,308.5,314.55,305.25,306.5,307.1,309.34,239543,741,7647,79134,33.04,,-2.7
LASA, EQ, 01-Oct-2021,77.1,77,78.5,75.55,76.45,76.35,77.13,209427,161.54,6221,77748,37.12,,-0.75
LAURUSLABS, EQ, 01-Oct-2021,616.45,618.8,622,611.35,617.3,619.2,616.61,1514828,9340.51,23657,760306,50.19,,2.75
LAXMICOT, SM, 01-Oct-2021,22.7,23.8,23.8,22.8,23.8,23.8,23.45,72000,16.88,12,60000,83.33,,1.1
LAXMIMACH, EQ, 01-Oct-2021,8171.8,8160,8238.3,8065,8134.5,8111.85,8137.2,2573,209.37,965,1220,47.42,,-59.95
LCCINFOTEC, BE, 01-Oct-2021,1.95,2,2,1.95,1.95,2,1.98,111794,2.21,153, -, -,,0.05
LEMONTREE, EQ, 01-Oct-2021,45.4,45.3,46.55,44.2,45.45,45.6,45.32,6745856,3057.48,21124,1948943,28.89,,0.2
LEXUS, SM, 01-Oct-2021,11,11.5,11.55,11.15,11.15,11.15,11.4,3000,0.34,3,3000,100,,0.15
LFIC, EQ, 01-Oct-2021,79.05,78.4,79.85,78.1,78.5,78.4,78.47,2032,1.59,100,1514,74.51,,-0.65
LGBBROSLTD, EQ, 01-Oct-2021,448.8,444,457.45,437,453.1,452.85,448.33,125084,560.79,6182,56875,45.47,,4.05
LGBFORGE, BE, 01-Oct-2021,6.5,6.65,6.75,6.5,6.75,6.7,6.66,76027,5.06,204, -, -,,0.2
LIBAS, EQ, 01-Oct-2021,50.1,50.55,50.55,48.8,49.1,49.25,49.7,158840,78.94,1687,77862,49.02,,-0.85
LIBERTSHOE, EQ, 01-Oct-2021,170.9,169.7,171.65,168.65,169.4,169.9,170.17,141809,241.32,3646,42908,30.26,,-1
LICHSGFIN, EQ, 01-Oct-2021,427.05,425,430.5,422,427.6,427.95,426.4,2166469,9237.86,29305,764499,35.29,,0.9
LICNETFGSC, EQ, 01-Oct-2021,23.16,23.34,23.34,22.7,23.25,23.12,23.22,12868,2.99,198,10947,85.07,,-0.04
LICNETFN50, EQ, 01-Oct-2021,188.17,188.46,188.46,184.5,187.98,186.07,186.77,795,1.48,92,514,64.65,,-2.1
LICNETFSEN, EQ, 01-Oct-2021,637.39,636.04,636.04,629.25,632,633,631.5,197,1.24,69,139,70.56,,-4.39
LICNFNHGP, EQ, 01-Oct-2021,177.81,176.2,179.95,173.95,174.01,174.83,174.89,965,1.69,92,785,81.35,,-2.98
LIKHITHA, EQ, 01-Oct-2021,376.55,366.1,378.7,366.1,373.8,371.05,372.81,48397,180.43,3860,15012,31.02,,-5.5
LINCOLN, EQ, 01-Oct-2021,411.25,407.75,407.75,391.1,393.9,393.25,397.58,311551,1238.66,12788,161673,51.89,,-18
LINCPEN, EQ, 01-Oct-2021,222.1,227.35,231.9,220.85,226.4,228.15,223.57,19715,44.08,133,16891,85.68,,6.05
LINDEINDIA, EQ, 01-Oct-2021,2604.45,2595,2658,2551,2617,2627.95,2605.36,209714,5463.8,17634,51011,24.32,,23.5
LIQUIDBEES, EQ, 01-Oct-2021,1000,1003.4,1003.4,999.6,1000.01,1000,1000.01,2093733,20937.46,25122,1929210,92.14,,0
LIQUIDETF, EQ, 01-Oct-2021,999.99,1000.01,1000.01,999.99,1000.01,1000,1000,30618,306.18,125,18930,61.83,,0.01
LODHA, EQ, 01-Oct-2021,1057.5,1061,1074,1050.55,1051.25,1055.15,1063.2,151710,1612.99,10637,65306,43.05,,-2.35
LOKESHMACH, EQ, 01-Oct-2021,51.2,52.6,52.6,50.4,51,51.5,51.49,21710,11.18,236,13962,64.31,,0.3
LOTUSEYE, BE, 01-Oct-2021,48.7,47.75,49,47.25,48.1,48.1,48.26,2733,1.32,36, -, -,,-0.6
LOVABLE, EQ, 01-Oct-2021,113.75,114.45,122,113.25,117.25,117.95,118.2,151484,179.05,2488,80947,53.44,,4.2
LPDC, BE, 01-Oct-2021,4.65,4.8,4.8,4.45,4.65,4.65,4.71,34769,1.64,162, -, -,,0
LSIL, BE, 01-Oct-2021,3.2,3.35,3.35,3.2,3.35,3.35,3.33,4028637,134.02,2379, -, -,,0.15
LT, EQ, 01-Oct-2021,1702.95,1697.5,1712.5,1687.5,1695.5,1696.9,1697.77,1563937,26552.03,58789,894542,57.2,,-6.05
LTI, EQ, 01-Oct-2021,5765.15,5758,5800,5680,5758,5750.8,5728.61,211279,12103.35,28052,91911,43.5,,-14.35
LTTS, EQ, 01-Oct-2021,4697.55,4684,4692.1,4605,4621,4644.35,4642.91,152674,7088.51,20094,45164,29.58,,-53.2
LUMAXIND, EQ, 01-Oct-2021,1445.55,1452,1452.8,1425.55,1440.8,1442.55,1443.92,1866,26.94,825,1005,53.86,,-3
LUMAXTECH, EQ, 01-Oct-2021,140.05,140,140,136.55,137.15,137.15,138.05,135435,186.97,3130,90534,66.85,,-2.9
LUPIN, EQ, 01-Oct-2021,951.6,946,968,943,967,966.4,959.7,1266634,12155.85,31193,431735,34.09,,14.8
LUXIND, EQ, 01-Oct-2021,3520.45,3503,3649.9,3465.7,3636.5,3634.75,3587.94,55659,1997.01,9537,22457,40.35,,114.3
LXCHEM, EQ, 01-Oct-2021,546.8,551,560.8,539,541.9,542.25,550.95,2324289,12805.75,62157,866669,37.29,,-4.55
LYKALABS, EQ, 01-Oct-2021,76.4,76.75,78.85,75.1,76.7,76.8,76.66,72978,55.94,659,60003,82.22,,0.4
LYPSAGEMS, EQ, 01-Oct-2021,4.6,4.75,4.75,4.4,4.45,4.5,4.51,32638,1.47,111,24349,74.6,,-0.1
M&M, EQ, 01-Oct-2021,803.05,800,831,787,827,827.85,818.27,7704216,63041.29,165825,3199728,41.53,,24.8
M&MFIN, EQ, 01-Oct-2021,185.2,183.95,187.4,182.05,186,186.3,184.92,6104420,11288.22,27656,2275377,37.27,,1.1
M&MFIN, N1, 01-Oct-2021,1078,1078,1078,1078,1078,1078,1078,1,0.01,1,1,100,,0
M&MFIN, N2, 01-Oct-2021,1105,1125,1125,1091,1100.01,1100.01,1101,1738,19.14,14,1554,89.41,,-4.99
M17RG, MF, 01-Oct-2021,13.09,13.1,13.1,12.92,12.92,12.92,13.06,1300,0.17,2,1300,100,,-0.17
MAANALU, BE, 01-Oct-2021,122.95,129.05,129.05,128.95,129.05,129.05,129.05,10445,13.48,168, -, -,,6.1
MACPOWER, EQ, 01-Oct-2021,169.8,170,172.5,166.5,166.5,169,169.37,6780,11.48,179,5337,78.72,,-0.8
MADHAV, EQ, 01-Oct-2021,55.7,54.6,56.3,54.2,54.8,54.95,55.17,13093,7.22,194,9551,72.95,,-0.75
MADHUCON, EQ, 01-Oct-2021,4.65,4.7,4.7,4.55,4.7,4.7,4.61,53604,2.47,131,41866,78.1,,0.05
MADRASFERT, EQ, 01-Oct-2021,30.9,30.95,31.2,29.3,30.6,30.5,30.5,275008,83.88,1762,105377,38.32,,-0.4
MAESGETF, EQ, 01-Oct-2021,30.07,30.7,30.7,29.79,29.9,29.89,29.88,6925,2.07,117,3768,54.41,,-0.18
MAFANG, EQ, 01-Oct-2021,52.61,51.1,52.89,50,52.3,52.2,52.29,137780,72.04,2458,123043,89.3,,-0.41
MAFSETF, EQ, 01-Oct-2021,18.32,18.25,18.25,18.06,18.15,18.15,18.1,151259,27.38,468,150993,99.82,,-0.17
MAGADSUGAR, EQ, 01-Oct-2021,295.55,292,305.5,289.9,295.25,300.95,299.77,36918,110.67,830,18670,50.57,,5.4
MAGNUM, BE, 01-Oct-2021,7.55,7.25,7.8,7.25,7.6,7.45,7.52,6340,0.48,41, -, -,,-0.1
MAHABANK, EQ, 01-Oct-2021,20.05,20.05,20.25,19.3,20,20,19.95,8210253,1638.21,10739,2892060,35.22,,-0.05
MAHAPEXLTD, BE, 01-Oct-2021,87.9,89.95,90.45,87.2,87.2,87.2,87.58,218,0.19,6, -, -,,-0.7
MAHASTEEL, EQ, 01-Oct-2021,93.25,92.3,96.9,92,94.25,93.85,94.03,41999,39.49,853,25267,60.16,,0.6
MAHEPC, EQ, 01-Oct-2021,135,134.3,136.2,134.1,135,134.7,134.99,30685,41.42,581,18373,59.88,,-0.3
MAHESHWARI, EQ, 01-Oct-2021,101.3,99.25,104,99.25,102,102.1,101.46,46152,46.83,700,25468,55.18,,0.8
MAHICKRA, SM, 01-Oct-2021,89.25,86.25,89.75,86.25,89.75,89.75,88.74,6000,5.32,4,3000,50,,0.5
MAHINDCIE, EQ, 01-Oct-2021,236.15,235.85,247.95,233.25,240,239.9,241.01,437888,1055.35,17138,143633,32.8,,3.75
MAHLIFE, EQ, 01-Oct-2021,276.2,273.05,278,272,273.1,273.7,274.74,144380,396.66,4112,74616,51.68,,-2.5
MAHLOG, EQ, 01-Oct-2021,732.45,735,753.55,725.85,730,731.35,738.21,80539,594.55,6025,32713,40.62,,-1.1
MAHSCOOTER, EQ, 01-Oct-2021,4653.95,4648.6,4695,4616.5,4695,4672.6,4659.03,3707,172.71,1410,1896,51.15,,18.65
MAHSEAMLES, EQ, 01-Oct-2021,316.45,317.15,326.3,315.05,322,322.4,322.41,155842,502.44,5329,65775,42.21,,5.95
MAITHANALL, EQ, 01-Oct-2021,1172.7,1166,1189.45,1140.95,1158,1155.95,1162.11,225768,2623.68,14939,83335,36.91,,-16.75
MAJESCO, EQ, 01-Oct-2021,86,86,86,84.65,85.4,85.2,85.31,81027,69.13,1906,47083,58.11,,-0.8
MALUPAPER, EQ, 01-Oct-2021,34.95,34.85,35.5,34.6,35.15,35.05,35.11,24143,8.48,317,16218,67.17,,0.1
MAN50ETF, EQ, 01-Oct-2021,181.45,202.2,202.2,179.62,180.64,180.09,180.34,3821,6.89,142,3281,85.87,,-1.36
MANAKALUCO, EQ, 01-Oct-2021,20.8,20.8,20.85,20,20.2,20.25,20.45,67655,13.83,259,53761,79.46,,-0.55
MANAKCOAT, EQ, 01-Oct-2021,14,14.1,14.4,13.5,14.35,14.1,14.03,187474,26.3,288,23068,12.3,,0.1
MANAKSIA, EQ, 01-Oct-2021,65.35,65.85,66,65.1,65.4,65.6,65.56,37877,24.83,474,25098,66.26,,0.25
MANAKSTEEL, EQ, 01-Oct-2021,31.85,31.9,32.25,31.05,31.85,31.85,31.54,27193,8.58,276,15882,58.4,,0
MANALIPETC, EQ, 01-Oct-2021,119.85,118,125.8,115.3,125.8,125.8,123.08,1786858,2199.27,15357,826207,46.24,,5.95
MANAPPURAM, EQ, 01-Oct-2021,169.15,170,180.5,169.4,180.1,179.55,176.92,21186331,37482.74,112726,4337236,20.47,,10.4
MANGALAM, EQ, 01-Oct-2021,149.8,149.9,149.9,146.6,147,147.3,147.83,21328,31.53,943,12768,59.86,,-2.5
MANGCHEFER, EQ, 01-Oct-2021,75.45,74.9,76.05,74.3,74.4,74.75,75.25,304116,228.83,3933,189415,62.28,,-0.7
MANGLMCEM, EQ, 01-Oct-2021,463.35,462,462,447.2,450,450.5,452.95,69648,315.47,4557,39691,56.99,,-12.85
MANGTIMBER, BE, 01-Oct-2021,17.6,18.45,18.45,17.55,18,18,18.25,3359,0.61,29, -, -,,0.4
MANINDS, EQ, 01-Oct-2021,110,108.8,112.5,108.8,109.8,109.7,110.41,158382,174.86,3482,76186,48.1,,-0.3
MANINFRA, EQ, 01-Oct-2021,109.9,108.9,111.7,107.05,109.8,109.65,109.57,1269574,1391.04,10102,584329,46.03,,-0.25
MANUGRAPH, EQ, 01-Oct-2021,12.35,12,12.6,12,12.4,12.15,12.22,5191,0.63,84,3362,64.77,,-0.2
MANXT50, EQ, 01-Oct-2021,423.23,431.7,431.7,421.2,424.4,424.38,421.63,34468,145.33,36,34312,99.55,,1.15
MARALOVER, EQ, 01-Oct-2021,80.6,81.8,81.8,78.65,79.5,80.2,80.68,23019,18.57,404,13081,56.83,,-0.4
MARATHON, EQ, 01-Oct-2021,102.65,103.85,106,98.05,100,99.75,101.58,88305,89.7,2690,51225,58.01,,-2.9
MARICO, EQ, 01-Oct-2021,547.5,545,552.75,541.05,551.65,549.55,546.06,1219031,6656.67,33014,664262,54.49,,2.05
MARINE, EQ, 01-Oct-2021,37.2,37.25,37.9,36.3,36.75,36.9,36.75,521593,191.68,2544,189516,36.33,,-0.3
MARKSANS, EQ, 01-Oct-2021,69,68.8,70,68.8,69,68.9,69.28,1403193,972.11,8476,714938,50.95,,-0.1
MARSHALL, SM, 01-Oct-2021,30,32.5,32.5,32.5,32.5,32.5,32.5,3000,0.98,1,3000,100,,2.5
MARUTI, EQ, 01-Oct-2021,7338.05,7220,7220,7090,7152,7162.3,7156.29,901588,64520.25,99315,334664,37.12,,-175.75
MASFIN, EQ, 01-Oct-2021,780,780.1,791.9,763.05,779,771.75,776.11,13849,107.48,2516,5720,41.3,,-8.25
MASKINVEST, BE, 01-Oct-2021,42.9,40.8,42.05,40.8,42.05,42.05,40.84,61,0.02,7, -, -,,-0.85
MASPTOP50, EQ, 01-Oct-2021,27.81,27.8,28.14,27,27.13,27.19,27.27,230393,62.82,1114,185102,80.34,,-0.62
MASTEK, EQ, 01-Oct-2021,3119,3105,3119,3011.7,3054,3050.3,3056.53,61179,1869.96,9202,29549,48.3,,-68.7
MATRIMONY, EQ, 01-Oct-2021,971.5,965.6,990,960,976.25,978.05,974.79,16193,157.85,3011,6632,40.96,,6.55
MAWANASUG, BE, 01-Oct-2021,80,80,82.8,78.2,82.25,80.8,80.42,62379,50.17,373, -, -,,0.8
MAXHEALTH, EQ, 01-Oct-2021,359.55,359.4,368.5,357.2,358.7,358.7,362.24,1110460,4022.52,36091,688285,61.98,,-0.85
MAXIND, EQ, 01-Oct-2021,72.6,72.6,75.75,72.05,74.6,74.8,74.38,906702,674.38,7076,468653,51.69,,2.2
MAXVIL, EQ, 01-Oct-2021,116.65,116,118.65,114.2,116,116.35,116.42,469725,546.86,6498,325055,69.2,,-0.3
MAYURUNIQ, EQ, 01-Oct-2021,463.15,465,466.1,455,465,462.05,462.09,38939,179.93,2499,21774,55.92,,-1.1
MAZDA, EQ, 01-Oct-2021,674.85,681,690.05,667.05,677.1,678.85,680.3,10942,74.44,1133,6099,55.74,,4
MAZDOCK, EQ, 01-Oct-2021,251.15,250.85,252.95,250.15,250.65,250.85,251.35,167360,420.65,3592,80205,47.92,,-0.3
MBAPL, EQ, 01-Oct-2021,199.45,200.95,201.25,196,200,198.65,197.25,44163,87.11,980,39699,89.89,,-0.8
MBECL, BE, 01-Oct-2021,6.75,6.9,7,6.6,6.9,6.9,6.87,82578,5.67,105, -, -,,0.15
MBLINFRA, EQ, 01-Oct-2021,18.8,18.85,19.4,18.15,18.65,18.85,18.83,45178,8.51,256,31643,70.04,,0.05
MCDHOLDING, BE, 01-Oct-2021,70.95,67.45,73,67.45,71.35,71.55,70.36,49857,35.08,497, -, -,,0.6
MCDOWELL-N, EQ, 01-Oct-2021,853.1,855,869.45,840.1,864,865.15,853.91,3601848,30756.39,85270,948666,26.34,,12.05
MCL, EQ, 01-Oct-2021,38.65,38.55,38.85,38.1,38.7,38.6,38.37,42158,16.17,386,27261,64.66,,-0.05
MCLEODRUSS, BE, 01-Oct-2021,34.65,33.8,33.85,32.95,32.95,32.95,33.07,201747,66.73,454, -, -,,-1.7
MCX, EQ, 01-Oct-2021,1658.65,1651,1678,1647,1669.95,1671.85,1665.51,319469,5320.8,15454,90213,28.24,,13.2
MEGASOFT, BE, 01-Oct-2021,20.5,21.15,21.5,20.15,21.5,21.5,21.39,612362,131.01,750, -, -,,1
MELSTAR, BZ, 01-Oct-2021,3.9,4,4,3.75,4,4,3.79,2561,0.1,12, -, -,,0.1
MENONBE, EQ, 01-Oct-2021,71.15,71.65,72.35,70.5,71.7,71.9,71.42,16348,11.68,375,11390,69.67,,0.75
MEP, EQ, 01-Oct-2021,20.9,20.7,20.85,20.2,20.75,20.65,20.57,225702,46.44,558,183219,81.18,,-0.25
MERCATOR, BE, 01-Oct-2021,1.75,1.75,1.8,1.7,1.8,1.75,1.73,683449,11.85,343, -, -,,0
METALFORGE, BZ, 01-Oct-2021,4.95,4.8,5.1,4.75,4.8,4.85,4.81,26605,1.28,53, -, -,,-0.1
METROPOLIS, EQ, 01-Oct-2021,2700.8,2679.05,2794,2666,2788,2781.5,2751.76,324317,8924.43,22523,129870,40.04,,80.7
MFL, EQ, 01-Oct-2021,778.2,780,856,765.4,856,856,827.56,266251,2203.38,9375,129506,48.64,,77.8
MFSL, EQ, 01-Oct-2021,1014.3,1017.15,1024.45,993.75,1016.45,1012.75,1012.79,901962,9135.01,47151,519751,57.62,,-1.55
MGEL, EQ, 01-Oct-2021,50.7,50.6,52.25,50.55,52,51.15,51.14,55467,28.37,159,22087,39.82,,0.45
MGL, EQ, 01-Oct-2021,1082.65,1082,1109,1070,1092,1099.7,1091.1,972509,10611.05,32837,349134,35.9,,17.05
MHRIL, EQ, 01-Oct-2021,245.8,245,248.45,243,243.95,244.15,245.1,197188,483.3,5250,73062,37.05,,-1.65
MIDHANI, EQ, 01-Oct-2021,187.8,188,189.9,186.95,187.65,188.15,188.12,158209,297.63,3246,70763,44.73,,0.35
MINDACORP, EQ, 01-Oct-2021,127.05,127,134.05,125.35,132.6,132.95,130.76,931666,1218.25,11885,400193,42.95,,5.9
MINDAIND, EQ, 01-Oct-2021,738.7,738.7,740.2,717.95,720.65,721.8,728.9,98418,717.37,7355,50727,51.54,,-16.9
MINDSPACE, RR, 01-Oct-2021,306.79,304.95,313.45,298,308.79,308.35,308.31,117942,363.63,1299,97318,82.51,,1.56
MINDTECK, EQ, 01-Oct-2021,85.95,87.8,90.2,85.6,90.2,90.2,88.78,50586,44.91,735,34811,68.82,,4.25
MINDTREE, EQ, 01-Oct-2021,4200.1,4199.85,4242.55,4153.15,4189.8,4184.6,4195.18,700583,29390.69,61928,130072,18.57,,-15.5
MIRCELECTR, BE, 01-Oct-2021,18.6,19.5,19.5,19.05,19.5,19.5,19.48,376072,73.28,441, -, -,,0.9
MIRZAINT, EQ, 01-Oct-2021,59.25,58.8,60.45,58.55,59.55,60,59.82,461043,275.79,3825,265520,57.59,,0.75
MITTAL, EQ, 01-Oct-2021,10.1,10.2,10.2,9.9,10.2,10.05,10.09,14336,1.45,121,13183,91.96,,-0.05
MKPL, SM, 01-Oct-2021,108.6,114,114,114,114,114,114,6000,6.84,3,6000,100,,5.4
MMFL, EQ, 01-Oct-2021,797.1,809,809,775.05,782.8,781.4,785.02,15700,123.25,1739,8739,55.66,,-15.7
MMP, EQ, 01-Oct-2021,149.9,149,153,148,148.15,148.65,151.04,25563,38.61,617,14169,55.43,,-1.25
MMTC, EQ, 01-Oct-2021,44.9,44.7,45.8,44.55,45.1,45.1,45.15,1746645,788.69,5840,579963,33.2,,0.2
MODIRUBBER, BE, 01-Oct-2021,90.95,92.8,92.8,86.45,90.5,89.85,88.19,7893,6.96,182, -, -,,-1.1
MODISNME, EQ, 01-Oct-2021,71.6,72.95,72.95,70.05,71.4,70.95,70.96,34989,24.83,852,23409,66.9,,-0.65
MOGSEC, EQ, 01-Oct-2021,48.89,53.8,53.8,48.65,48.9,48.9,48.8,11517,5.62,102,8088,70.23,,0.01
MOHITIND, BE, 01-Oct-2021,12.65,12.85,13,12.1,13,12.8,12.48,7958,0.99,44, -, -,,0.15
MOHOTAIND, BE, 01-Oct-2021,8.25,8,8.65,8,8.65,8.5,8.41,53856,4.53,96, -, -,,0.25
MOIL, EQ, 01-Oct-2021,163.6,163,163.8,162,163.1,163.4,163.14,208748,340.55,4021,78151,37.44,,-0.2
