SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER,,change
MOKSH, EQ, 01-Oct-2021,40.1,40.25,40.95,39.75,40.3,40.25,40.31,492995,198.71,865,294171,59.67,,0.15
MOL, EQ, 01-Oct-2021,123.15,122.3,126.5,121.75,123,122.95,124.04,1318075,1635,12178,493706,37.46,,-0.2
MOLDTECH, BE, 01-Oct-2021,78.85,78.95,78.95,75.3,78.85,78.15,77.95,19072,14.87,255, -, -,,-0.7
MOLDTKPAC, EQ, 01-Oct-2021,584.85,582,592.7,581.9,586.8,586.9,586.43,61505,360.68,4364,33679,54.76,,2.05
MOLDTKPAC, W1, 01-Oct-2021,420.55,425,425,401.1,415,403.35,402.76,426,1.72,24,426,100,,-17.2
MOM100, EQ, 01-Oct-2021,31.89,32.1,32.33,31.73,32.05,32.01,31.98,90796,29.04,1193,79921,88.02,,0.12
MOM50, EQ, 01-Oct-2021,174.9,177.8,177.8,171.3,174.4,174.23,173.26,3615,6.26,100,2605,72.06,,-0.67
MON100, EQ, 01-Oct-2021,108.44,108.25,108.75,106.76,107.5,107.53,107.32,1023499,1098.41,12702,808174,78.96,,-0.91
MONTECARLO, EQ, 01-Oct-2021,358.95,357,392.45,353.45,375.45,374.75,380.62,481284,1831.88,20711,137749,28.62,,15.8
MORARJEE, EQ, 01-Oct-2021,16.55,16.85,17.3,16.35,16.35,16.55,16.87,36584,6.17,177,26629,72.79,,0
MOREPENLAB, EQ, 01-Oct-2021,56.65,57,57.2,56,56.1,56.1,56.37,903961,509.57,4812,422928,46.79,,-0.55
MOTHERSUMI, EQ, 01-Oct-2021,225.95,224.5,226.4,221.2,224.4,224.9,224.07,4991779,11185.23,47285,1783301,35.72,,-1.05
MOTILALOFS, EQ, 01-Oct-2021,858.75,857.8,879.9,850.5,869,872.25,865.92,486059,4208.89,18137,129165,26.57,,13.5
MOTOGENFIN, EQ, 01-Oct-2021,24.25,25,25,23.6,24,24.05,23.91,8642,2.07,128,7421,85.87,,-0.2
MPHASIS, EQ, 01-Oct-2021,3104.4,3109,3119,3010,3028,3026.25,3048.13,1122648,34219.75,122903,635293,56.59,,-78.15
MPSLTD, EQ, 01-Oct-2021,666.35,674,683,667.25,671.6,672.5,675.8,7543,50.98,1135,4518,59.9,,6.15
MRF, EQ, 01-Oct-2021,79375.55,79000,79370,78510,78930.9,78994.4,78907.4,8506,6711.86,5617,2709,31.85,,-381.15
MRO-TEK, EQ, 01-Oct-2021,58.55,61.45,61.45,60.3,61.45,61.45,61.35,4429,2.72,41,3764,84.99,,2.9
MRPL, EQ, 01-Oct-2021,46.7,53.95,53.95,50.55,51,50.85,51.92,28519404,14807.22,88880,9007404,31.58,,4.15
MSPL, EQ, 01-Oct-2021,9.4,9.35,9.85,9.35,9.75,9.75,9.69,198169,19.21,349,143801,72.56,,0.35
MSTCLTD, EQ, 01-Oct-2021,310.4,307.7,322.8,307.15,314.15,314.5,316.4,958089,3031.37,19087,436983,45.61,,4.1
MTARTECH, EQ, 01-Oct-2021,1461.65,1460,1524,1455.5,1469,1474.85,1495.62,669753,10016.93,52332,178715,26.68,,13.2
MTEDUCARE, EQ, 01-Oct-2021,8.45,8.4,8.55,8.35,8.5,8.45,8.44,80702,6.81,223,67458,83.59,,0
MTNL, EQ, 01-Oct-2021,19.05,18.9,19.6,18.7,19.15,19.1,19.29,1819277,350.94,3447,804695,44.23,,0.05
MUKANDLTD, BE, 01-Oct-2021,136.85,137.5,143.65,136,143.65,143.65,140.01,34260,47.97,208, -, -,,6.8
MUKTAARTS, EQ, 01-Oct-2021,42.3,42.95,42.95,41.5,42.2,42,42.36,4886,2.07,104,3668,75.07,,-0.3
MUNJALAU, EQ, 01-Oct-2021,58.7,58.45,59.25,57.7,58.7,58.65,58.35,96667,56.41,1412,50474,52.21,,-0.05
MUNJALSHOW, EQ, 01-Oct-2021,140.4,139.55,141.45,138.5,139.1,139.75,140.08,22832,31.98,1759,10555,46.23,,-0.65
MURUDCERA, EQ, 01-Oct-2021,25.35,24.95,25.75,24.5,25.6,25.55,25.25,92117,23.26,681,39768,43.17,,0.2
MUTHOOTCAP, EQ, 01-Oct-2021,395.55,395.45,409.8,394.75,403.5,401.55,403.02,75588,304.64,3250,28477,37.67,,6
MUTHOOTFIN, EQ, 01-Oct-2021,1450.3,1455,1542.95,1453.15,1530.65,1533.8,1513.79,3330546,50417.62,111614,808763,24.28,,83.5
NABARD, N2, 01-Oct-2021,1247.25,1245,1245,1242.35,1242.35,1242.35,1244.17,146,1.82,2,146,100,,-4.9
NACLIND, EQ, 01-Oct-2021,77.85,77.85,81.5,76.75,79.9,80.2,80.35,402800,323.66,2429,338941,84.15,,2.35
NAGAFERT, BE, 01-Oct-2021,11.05,11.2,11.2,10.95,11,11,11.03,256415,28.29,632, -, -,,-0.05
NAGREEKEXP, BE, 01-Oct-2021,33.65,33.65,34,32.3,33.6,33.65,33.46,7380,2.47,44, -, -,,0
NAHARCAP, EQ, 01-Oct-2021,271.35,275,284.9,270,284.9,284.9,280.34,15228,42.69,447,12532,82.3,,13.55
NAHARINDUS, BE, 01-Oct-2021,111.05,110,116.6,105.65,116.55,116.3,113.89,60915,69.38,341, -, -,,5.25
NAHARPOLY, EQ, 01-Oct-2021,243.5,245,245,237,242.95,243.35,240.87,29834,71.86,984,19156,64.21,,-0.15
NAHARSPING, BE, 01-Oct-2021,424.3,440,445.5,430,445.5,445.5,441.92,54122,239.18,1113, -, -,,21.2
NAM-INDIA, EQ, 01-Oct-2021,425.35,424.9,445.8,422.25,439.4,440.65,435.9,2107618,9187.06,35123,845260,40.1,,15.3
NATCOPHARM, EQ, 01-Oct-2021,891.55,895.9,918,883.3,903,902.7,904.18,374188,3383.35,19002,88061,23.53,,11.15
NATHBIOGEN, EQ, 01-Oct-2021,327.6,328.5,329,323,325,324.65,324.78,16948,55.04,2213,10954,64.63,,-2.95
NATIONALUM, EQ, 01-Oct-2021,93.4,93,96,90.05,95.25,95.5,93.33,33146148,30934.42,71548,5743562,17.33,,2.1
NATNLSTEEL, EQ, 01-Oct-2021,4.1,4.2,4.2,4,4.1,4.1,4.05,25231,1.02,78,19245,76.28,,0
NAUKRI, EQ, 01-Oct-2021,6431.4,6445,6524,6400,6429,6428.65,6469.33,331594,21451.91,40343,158647,47.84,,-2.75
NAVINFLUOR, EQ, 01-Oct-2021,3684.75,3660,3736.55,3639.7,3716.95,3722,3695.89,138405,5115.3,17066,45988,33.23,,37.25
NAVKARCORP, EQ, 01-Oct-2021,41.25,41,41.95,41,41.75,41.45,41.51,259476,107.71,1659,132310,50.99,,0.2
NAVNETEDUL, EQ, 01-Oct-2021,111.65,111,113.3,110,112,111.9,111.8,352085,393.61,6267,119360,33.9,,0.25
NAZARA, EQ, 01-Oct-2021,2292.1,2285,2369,2262,2331.1,2327,2324.69,326529,7590.78,27640,90045,27.58,,34.9
NBCC, EQ, 01-Oct-2021,48.7,49,49.3,48.1,48.3,48.2,48.48,8137047,3944.72,22616,3127687,38.44,,-0.5
NBIFIN, EQ, 01-Oct-2021,2653.05,2703,2703,2625,2625,2647.2,2664.87,119,3.17,48,74,62.18,,-5.85
NBVENTURES, EQ, 01-Oct-2021,122.1,122,123.9,119.2,120.7,120.15,121.46,494515,600.63,6790,246934,49.93,,-1.95
NCC, EQ, 01-Oct-2021,82.45,81.85,83.25,81.5,81.75,81.9,82.24,2317292,1905.86,9250,836272,36.09,,-0.55
NCLIND, EQ, 01-Oct-2021,218.85,219,235.85,217,233,233.6,227.52,389987,887.3,8137,239177,61.33,,14.75
NCPSESDL24, EQ, 01-Oct-2021,106.6,106.6,106.6,106.54,106.6,106.6,106.56,160,0.17,12,108,67.5,,0
NDGL, BE, 01-Oct-2021,1382.6,1355,1435,1320,1363,1363,1398.08,286,4,52, -, -,,-19.6
NDL, EQ, 01-Oct-2021,68.35,69.65,69.65,67.25,68.85,68.4,68.44,13816,9.46,311,9538,69.04,,0.05
NDRAUTO, BE, 01-Oct-2021,405.5,410,410,395,403,400.15,401.87,1376,5.53,134, -, -,,-5.35
NDTV, EQ, 01-Oct-2021,86.25,87.45,87.5,82.1,82.3,82.6,83.52,111057,92.75,1921,73999,66.63,,-3.65
NECCLTD, EQ, 01-Oct-2021,18.45,18.85,18.85,18.3,18.4,18.4,18.43,597208,110.08,343,449955,75.34,,-0.05
NECLIFE, EQ, 01-Oct-2021,29.4,29.4,29.85,29,29.7,29.65,29.53,255876,75.55,1431,128238,50.12,,0.25
NELCAST, EQ, 01-Oct-2021,87.3,86,93.2,84.9,91.15,91.4,90.29,792750,715.78,10111,323337,40.79,,4.1
NELCO, EQ, 01-Oct-2021,720.1,750,756.1,724,756.1,756.1,753.24,599121,4512.81,10816,206307,34.43,,36
NEOGEN, EQ, 01-Oct-2021,1238.55,1238.55,1263.15,1222.65,1252,1249.6,1238.88,79803,988.67,9754,24432,30.62,,11.05
NESCO, EQ, 01-Oct-2021,606.9,605.5,615.85,596.1,601,600.35,605.77,48312,292.66,3450,20993,43.45,,-6.55
NESTLEIND, EQ, 01-Oct-2021,19445.55,19445,19644.95,19252.05,19557,19549.95,19426.48,39869,7745.14,14432,22149,55.55,,104.4
NETF, EQ, 01-Oct-2021,215.91,219,219.2,180,219.2,219.2,218.22,1656,3.61,144,1545,93.3,,3.29
NETFCONSUM, EQ, 01-Oct-2021,77.97,79.87,79.87,76.8,77.5,77.7,77.59,12042,9.34,367,9257,76.87,,-0.27
NETFDIVOPP, EQ, 01-Oct-2021,45.62,45.51,45.6,45.1,45.45,45.43,45.47,1650,0.75,69,1644,99.64,,-0.19
NETFGILT5Y, EQ, 01-Oct-2021,48.85,48.86,48.92,48.85,48.92,48.92,48.87,146,0.07,9,117,80.14,,0.07
NETFIT, EQ, 01-Oct-2021,35.7,36.99,36.99,35.4,35.48,35.43,35.5,942563,334.6,6902,773603,82.07,,-0.27
NETFLTGILT, EQ, 01-Oct-2021,22.77,22.81,22.83,22.72,22.79,22.79,22.78,13845,3.15,103,10818,78.14,,0.02
NETFMID150, EQ, 01-Oct-2021,114.71,115.87,115.87,114.1,115.19,115.13,115,81206,93.38,2413,64985,80.02,,0.42
NETFNIF100, EQ, 01-Oct-2021,184.47,185.99,185.99,182.1,183.25,183.24,182.97,791,1.45,77,571,72.19,,-1.23
NETFNV20, EQ, 01-Oct-2021,99.74,100.49,100.49,98.74,99.13,99.12,99.25,4507,4.47,151,4386,97.32,,-0.62
NETFPHARMA, EQ, 01-Oct-2021,14.53,14.83,14.83,14.2,14.62,14.58,14.55,414330,60.28,706,297360,71.77,,0.05
NETFSDL26, EQ, 01-Oct-2021,106.16,106.19,106.2,106.08,106.1,106.13,106.1,6062,6.43,58,4997,82.43,,-0.03
NETWORK18, EQ, 01-Oct-2021,51.95,51.7,55.2,51.1,54.4,54.3,54.07,4521676,2444.71,16678,1481618,32.77,,2.35
NEULANDLAB, EQ, 01-Oct-2021,1555.75,1590,1590,1512.05,1545,1523.9,1532.93,10952,167.89,2086,7665,69.99,,-31.85
NEWGEN, BE, 01-Oct-2021,583.6,585,588,577,580.05,583.2,580.48,26750,155.28,1396, -, -,,-0.4
NEXTMEDIA, EQ, 01-Oct-2021,5.75,5.75,5.9,5.55,5.8,5.75,5.72,53848,3.08,146,20848,38.72,,0
NFL, EQ, 01-Oct-2021,59.55,59.05,59.4,58.1,58.5,58.4,58.51,1050240,614.46,7713,386883,36.84,,-1.15
NGIL, BE, 01-Oct-2021,114.8,113.75,113.75,109.1,109.55,111.25,111.19,7864,8.74,178, -, -,,-3.55
NH, EQ, 01-Oct-2021,502.3,508,512.35,500.5,506.1,507.85,507.09,83328,422.55,9611,36468,43.76,,5.55
NHAI, N1, 01-Oct-2021,1011.99,1011.41,1014.66,1011.41,1012,1012,1012.39,3845,38.93,40,3643,94.75,,0.01
NHAI, N2, 01-Oct-2021,1186.72,1187.9,1188.9,1187,1188.9,1188.9,1187.64,300,3.56,5,300,100,,2.18
NHAI, N3, 01-Oct-2021,1175,1175,1175,1175,1175,1175,1175,19,0.22,1,19,100,,0
NHAI, N5, 01-Oct-2021,1294.93,1294.93,1294.93,1294.93,1294.93,1294.93,1294.93,7,0.09,1,7,100,,0
NHAI, NA, 01-Oct-2021,1245,1246,1246,1241,1241.9,1241.72,1242.05,1495,18.57,58,1079,72.17,,-3.28
NHAI, ND, 01-Oct-2021,1250,1250,1250,1250,1250,1250,1250,1,0.01,1,1,100,,0
NHAI, NE, 01-Oct-2021,1210.01,1210,1210,1202,1202,1202,1206.6,1701,20.52,14,1177,69.19,,-8.01
NHBTF2014, N6, 01-Oct-2021,7210.1,7210,7210,7210,7210,7210,7210,20,1.44,1,20,100,,-0.1
NHPC, EQ, 01-Oct-2021,29.85,29.8,29.8,28.8,29.1,29.1,29.19,8758023,2556.39,24904,3758195,42.91,,-0.75
NIACL, EQ, 01-Oct-2021,163.2,162.05,164.5,161.45,162,162,162.61,264323,429.81,5001,133862,50.64,,-1.2
NIBL, EQ, 01-Oct-2021,18.75,19,19,18.35,18.95,18.6,18.65,3468,0.65,73,1953,56.31,,-0.15
NIFTYBEES, EQ, 01-Oct-2021,190.11,193.5,193.5,188.42,189.33,189.22,188.96,1588636,3001.9,46672,1028597,64.75,,-0.89
NIITLTD, EQ, 01-Oct-2021,372.3,370.5,370.5,346.55,347.5,349.65,357.05,1448218,5170.9,33639,718163,49.59,,-22.65
NILAINFRA, EQ, 01-Oct-2021,5.2,5.1,5.35,5.1,5.2,5.15,5.19,519574,26.95,534,318612,61.32,,-0.05
NILASPACES, BE, 01-Oct-2021,1.6,1.65,1.65,1.6,1.65,1.65,1.65,192801,3.18,110, -, -,,0.05
NILKAMAL, EQ, 01-Oct-2021,2833.4,2847.6,2848.9,2731,2755.85,2753.2,2766.78,28398,785.71,3087,13488,47.5,,-80.2
NIPPOBATRY, EQ, 01-Oct-2021,976.7,977.1,985.95,966.8,969.5,970.3,974.89,5028,49.02,573,3971,78.98,,-6.4
NIRAJ, EQ, 01-Oct-2021,40.45,41.8,43,37.5,37.95,37.85,38.68,283900,109.83,2633,205193,72.28,,-2.6
NITCO, EQ, 01-Oct-2021,22.75,22.5,23,22,22.85,22.7,22.48,58616,13.18,446,31873,54.38,,-0.05
NITINFIRE, BZ, 01-Oct-2021,1.25,1.2,1.25,1.2,1.2,1.2,1.21,103029,1.25,78, -, -,,-0.05
NITINSPIN, BE, 01-Oct-2021,212.3,212,213.8,208.15,211.25,212.05,211.55,56532,119.6,757, -, -,,-0.25
NITIRAJ, EQ, 01-Oct-2021,42.45,43.5,44,42.1,42.8,43.35,43.27,2561,1.11,165,1594,62.24,,0.9
NKIND, BE, 01-Oct-2021,37,37.75,38.85,35.15,38.85,38.85,37.44,4519,1.69,28, -, -,,1.85
NLCINDIA, EQ, 01-Oct-2021,61.35,60.95,62.7,60.5,61.9,61.7,61.81,4670507,2886.97,21184,1448479,31.01,,0.35
NMDC, EQ, 01-Oct-2021,143,142.3,145.4,140.95,143.8,143.65,143.62,11422428,16405.14,53901,3796399,33.24,,0.65
NOCIL, EQ, 01-Oct-2021,290.7,287.65,289.7,286,287,286.55,286.98,548944,1575.34,12889,245098,44.65,,-4.15
NOIDATOLL, EQ, 01-Oct-2021,6.3,6.4,6.6,6.4,6.6,6.6,6.57,342781,22.53,387,300113,87.55,,0.3
NOVARTIND, EQ, 01-Oct-2021,817.95,818.05,830,809.75,812.35,813.9,818.3,8624,70.57,1090,3274,37.96,,-4.05
NPBET, EQ, 01-Oct-2021,193.37,187.57,193.7,187.57,189.51,189.72,190.26,1155,2.2,44,73,6.32,,-3.65
NPST, SM, 01-Oct-2021,72.5,72,74,72,73,73,72.67,9600,6.98,5,9600,100,,0.5
NRAIL, EQ, 01-Oct-2021,323.25,317.3,326.95,317.3,320,320.15,320.77,27807,89.2,1381,14897,53.57,,-3.1
NRBBEARING, EQ, 01-Oct-2021,140.65,140.2,143.9,139.2,142.1,142.15,141.32,177455,250.78,3722,100326,56.54,,1.5
NSIL, EQ, 01-Oct-2021,1770.25,1765,1782.45,1736.55,1759,1753.7,1751.43,540,9.46,147,393,72.78,,-16.55
NTL, BE, 01-Oct-2021,2.05,2.1,2.15,1.95,2.15,2.1,2.1,17260,0.36,58, -, -,,0.05
NTPC, EQ, 01-Oct-2021,141.85,140.95,144.35,137.7,139.8,139.9,140.42,22452069,31527.48,85203,6220929,27.71,,-1.95
NTPC, N1, 01-Oct-2021,1189,1141.1,1141.1,1141.1,1141.1,1141.1,1141.1,1,0.01,1,1,100,,-47.9
NTPC, N6, 01-Oct-2021,1441,1442.01,1442.01,1442.01,1442.01,1442.01,1442.01,35,0.5,1,35,100,,1.01
NTPC, N7, 01-Oct-2021,13.93,13.8,13.93,13.8,13.92,13.92,13.91,28253,3.93,103,28024,99.19,,-0.01
NTPC, NA, 01-Oct-2021,1265,1502,1502,1502,1502,1502,1502,28,0.42,1,28,100,,237
NTPC, ND, 01-Oct-2021,1273.26,1285,1285,1281,1281,1281,1281.08,49,0.63,3,49,100,,7.74
NUCLEUS, EQ, 01-Oct-2021,583.55,583,583.9,580.25,581.85,581.65,581.81,65086,378.67,4539,39464,60.63,,-1.9
NURECA, EQ, 01-Oct-2021,1624.4,1610,1645,1610,1620,1620.45,1624.24,6582,106.91,954,4205,63.89,,-3.95
NUVOCO, EQ, 01-Oct-2021,543.5,543.5,548,540.5,545.45,545.75,544.86,246944,1345.5,10332,189839,76.88,,2.25
NXTDIGITAL, EQ, 01-Oct-2021,419.95,414,428.5,414,416,418.15,423.72,3846,16.3,292,1736,45.14,,-1.8
OAL, EQ, 01-Oct-2021,898.9,908.9,945,889.75,940,941.1,929.18,27741,257.76,4111,13607,49.05,,42.2
OBEROIRLTY, EQ, 01-Oct-2021,964.2,960,989.5,908.85,913,916.2,945.15,3896753,36830.06,132976,1256514,32.25,,-48
OCCL, EQ, 01-Oct-2021,1060.05,1061,1099.95,1048.55,1050,1050.85,1064.57,24591,261.79,1890,18158,73.84,,-9.2
OFSS, EQ, 01-Oct-2021,4555.95,4550,4550,4485.05,4514,4512.25,4513.93,56021,2528.75,9182,25739,45.95,,-43.7
OIL, EQ, 01-Oct-2021,260.2,261,267.8,247.95,248.5,250.05,257.69,4935553,12718.56,67080,1357640,27.51,,-10.15
OILCOUNTUB, BE, 01-Oct-2021,8.5,8.9,8.9,8.5,8.9,8.9,8.89,61002,5.42,107, -, -,,0.4
OLECTRA, BE, 01-Oct-2021,412.7,410,433.3,406,433.3,433.3,426.28,180377,768.91,2474, -, -,,20.6
OMAXAUTO, BE, 01-Oct-2021,44.9,44.7,45.9,43.25,44.75,44.9,44.99,7552,3.4,107, -, -,,0
OMAXE, EQ, 01-Oct-2021,77.6,76.9,80.25,76.55,79.6,78.3,78.34,352763,276.35,5891,199217,56.47,,0.7
OMINFRAL, EQ, 01-Oct-2021,28.25,28,28.8,27.7,28.7,28.55,28.34,155493,44.07,507,79186,50.93,,0.3
OMKARCHEM, EQ, 01-Oct-2021,16.75,17,17,16.3,16.35,16.4,16.63,32468,5.4,265,25848,79.61,,-0.35
ONELIFECAP, BE, 01-Oct-2021,17.45,17.9,18.25,17,17,17,17.39,2968,0.52,33, -, -,,-0.45
ONEPOINT, BE, 01-Oct-2021,31.4,29.9,32.55,29.85,31.85,31.65,30.81,5459,1.68,66, -, -,,0.25
ONGC, EQ, 01-Oct-2021,144.5,145.2,149.65,144.1,146.15,146.25,146.53,42893182,62853.18,187169,10380264,24.2,,1.75
ONMOBILE, EQ, 01-Oct-2021,113.35,113.35,113.5,110.8,112.2,112.25,112.38,304574,342.27,5345,165225,54.25,,-1.1
ONWARDTEC, EQ, 01-Oct-2021,227.55,225.3,229.4,225.15,225.55,226.75,226.95,5909,13.41,203,3952,66.88,,-0.8
OPTIEMUS, BE, 01-Oct-2021,306.2,321.5,321.5,321.5,321.5,321.5,321.5,66533,213.9,278, -, -,,15.3
OPTOCIRCUI, BZ, 01-Oct-2021,3.2,3.05,3.2,3.05,3.1,3.1,3.1,178127,5.52,243, -, -,,-0.1
ORBTEXP, EQ, 01-Oct-2021,78.05,78.05,78.05,75.55,76,76,76.5,11861,9.07,336,7596,64.04,,-2.05
ORCHPHARMA, BE, 01-Oct-2021,424.7,420,431.8,420,426,427.75,423.71,1977,8.38,98, -, -,,3.05
ORICONENT, EQ, 01-Oct-2021,30.65,30.5,31.95,30.5,31.75,31.8,31.55,115681,36.49,459,68944,59.6,,1.15
ORIENTABRA, EQ, 01-Oct-2021,28.45,28.4,29.25,28.35,29.1,28.85,28.81,58273,16.79,625,40997,70.35,,0.4
ORIENTALTL, EQ, 01-Oct-2021,8.35,8.4,8.7,8.25,8.5,8.45,8.5,29852,2.54,145,23946,80.22,,0.1
ORIENTBELL, EQ, 01-Oct-2021,356.95,363.7,363.7,346.95,357,359.4,351.99,37074,130.5,1829,22059,59.5,,2.45
ORIENTCEM, EQ, 01-Oct-2021,158.95,158.05,158.9,156.6,156.95,157.15,157.29,530410,834.31,10502,340329,64.16,,-1.8
ORIENTELEC, EQ, 01-Oct-2021,331.85,330.85,333.6,315,330.6,330.7,330.37,152270,503.05,6005,78555,51.59,,-1.15
ORIENTHOT, EQ, 01-Oct-2021,38.5,38.45,39.5,38.05,38.5,38.55,38.62,152137,58.75,1843,64375,42.31,,0.05
ORIENTLTD, EQ, 01-Oct-2021,70.95,69.25,72.85,69.15,71.55,71.1,70.71,1572,1.11,65,780,49.62,,0.15
ORIENTPPR, EQ, 01-Oct-2021,30.65,30.7,31.25,30.5,30.75,30.8,30.86,1709967,527.67,5362,558231,32.65,,0.15
ORISSAMINE, EQ, 01-Oct-2021,2863.95,2850,2920,2845.3,2857,2856.4,2873.14,12926,371.38,2815,4858,37.58,,-7.55
ORTEL, BZ, 01-Oct-2021,1.45,1.5,1.5,1.4,1.45,1.45,1.49,11947,0.18,25, -, -,,0
ORTINLAB, EQ, 01-Oct-2021,26.95,26.95,26.95,26.15,26.35,26.45,26.51,40440,10.72,476,23139,57.22,,-0.5
OSWALAGRO, EQ, 01-Oct-2021,17.15,17.45,17.45,16.95,16.95,17,17.05,36803,6.27,221,26663,72.45,,-0.15
PAEL, BZ, 01-Oct-2021,6.75,6.45,6.9,6.45,6.85,6.85,6.79,1783,0.12,12, -, -,,0.1
PAGEIND, EQ, 01-Oct-2021,31704.9,31690,32789,31565.25,32253,32281.05,32190.71,46167,14861.49,16003,19047,41.26,,576.15
PAISALO, EQ, 01-Oct-2021,892.6,891,891,870.5,878.6,882.9,884.66,68163,603.01,1878,49077,72,,-9.7
PALASHSECU, EQ, 01-Oct-2021,86.7,86.7,87.05,84.3,86.6,85.6,86.38,6757,5.84,93,4775,70.67,,-1.1
PALREDTEC, EQ, 01-Oct-2021,118,120.3,121.8,115.8,116,116.65,117.78,61277,72.17,2497,37223,60.75,,-1.35
PANACEABIO, EQ, 01-Oct-2021,285.9,283,287.35,280.3,281.5,281.55,283.22,87729,248.46,2622,43963,50.11,,-4.35
PANACHE, BE, 01-Oct-2021,58.15,58,58,55.6,56.1,56.1,56.5,2938,1.66,73, -, -,,-2.05
PANAMAPET, EQ, 01-Oct-2021,266.25,266,270,262.2,270,268.2,265.32,63380,168.16,2837,34682,54.72,,1.95
PAR, EQ, 01-Oct-2021,210.45,219,220.95,212.1,220.95,220.95,218.09,110143,240.21,1503,67586,61.36,,10.5
PARACABLES, BE, 01-Oct-2021,12.1,12.1,12.35,12,12.1,12.2,12.16,140870,17.13,381, -, -,,0.1
PARAGMILK, EQ, 01-Oct-2021,125.95,125.45,127.5,125,126.6,126.05,126.1,238770,301.09,3109,98464,41.24,,0.1
PARAS, BE, 01-Oct-2021,175,469,492.45,460,492.45,492.45,478.69,2132033,10205.8,29411, -, -,,317.45
PARSVNATH, EQ, 01-Oct-2021,15,15.1,15.1,14.55,14.9,14.75,14.73,236866,34.89,518,139573,58.92,,-0.25
PASHUPATI, SM, 01-Oct-2021,88,83,83,83,83,83,83,1600,1.33,1,1600,100,,-5
PATELENG, EQ, 01-Oct-2021,20.75,21,21.35,19.75,20.05,20.05,20.34,6532854,1328.69,10543,3455756,52.9,,-0.7
PATINTLOG, EQ, 01-Oct-2021,21.9,22.3,22.3,21.6,22,21.85,21.85,11100,2.43,189,9030,81.35,,-0.05
PATSPINLTD, EQ, 01-Oct-2021,8.95,8.6,9.35,8.6,8.75,8.8,8.82,11592,1.02,50,7824,67.49,,-0.15
PAVNAIND, SM, 01-Oct-2021,201,200,200,200,200,200,200,800,1.6,1,800,100,,-1
PBAINFRA, BE, 01-Oct-2021,10.55,10.05,10.7,10.05,10.1,10.15,10.16,6991,0.71,37, -, -,,-0.4
PCJEWELLER, EQ, 01-Oct-2021,26.65,26.9,26.9,26,26.3,26.35,26.61,1000529,266.27,2796,565935,56.56,,-0.3
PDMJEPAPER, EQ, 01-Oct-2021,41.2,41,41.5,40.2,40.8,40.7,40.86,155106,63.38,2632,68188,43.96,,-0.5
PDPL, BE, 01-Oct-2021,2.85,2.8,2.8,2.75,2.75,2.75,2.77,225,0.01,3, -, -,,-0.1
PDSMFL, EQ, 01-Oct-2021,1211.3,1211.3,1222.45,1173,1185.5,1187.2,1193.31,5037,60.11,566,3734,74.13,,-24.1
PEARLPOLY, EQ, 01-Oct-2021,14.9,15.5,15.5,14.65,15.25,15.25,15.17,10823,1.64,220,8953,82.72,,0.35
PEL, EQ, 01-Oct-2021,2595.8,2574,2665,2570,2654,2655.4,2608.54,1304734,34034.53,47680,549165,42.09,,59.6
PENIND, EQ, 01-Oct-2021,29.05,28.65,29.1,28.05,29,28.75,28.77,369765,106.38,1992,205946,55.7,,-0.3
PENINLAND, BE, 01-Oct-2021,13.3,13.4,13.65,12.95,13.35,13.25,13.21,121580,16.06,250, -, -,,-0.05
PERSISTENT, EQ, 01-Oct-2021,3716.3,3710.3,3759.9,3605,3643,3643.25,3688.38,320996,11839.57,29567,118337,36.87,,-73.05
PETRONET, EQ, 01-Oct-2021,238.55,236,238.95,234.35,235,235.6,235.86,2174267,5128.22,29331,888580,40.87,,-2.95
PFC, EQ, 01-Oct-2021,142.1,141.9,142.1,138.2,139.85,139.9,139.77,6161694,8612.4,42783,2211899,35.9,,-2.2
PFC, N3, 01-Oct-2021,1336.45,1265,1265,1265,1265,1265,1265,13,0.16,1,13,100,,-71.45
PFC, N4, 01-Oct-2021,1009.79,1011.94,1011.94,1009,1009,1009.2,1009.63,701,7.08,11,701,100,,-0.59
PFC, N5, 01-Oct-2021,1185.3,1185,1185,1185,1185,1185,1185,50,0.59,2,50,100,,-0.3
PFC, N8, 01-Oct-2021,1457.01,1464.92,1464.92,1458.6,1464,1464,1464,279,4.08,11,276,98.92,,6.99
PFIZER, EQ, 01-Oct-2021,5581.1,5581.1,5609,5504,5578.9,5569.45,5540.25,25353,1404.62,5669,8953,35.31,,-11.65
PFOCUS, EQ, 01-Oct-2021,73.65,73.9,75,71.4,73.55,74.25,73.76,37735,27.83,698,27040,71.66,,0.6
PFS, EQ, 01-Oct-2021,20.3,20.05,20.55,19.7,19.8,19.8,20.02,2594425,519.45,6233,1095208,42.21,,-0.5
PGEL, EQ, 01-Oct-2021,406.9,405,405,399.55,400,401.3,401.03,47185,189.22,848,30994,65.69,,-5.6
PGHH, EQ, 01-Oct-2021,14073.8,14099,14100,13911,14100,14048.3,14007.18,2244,314.32,1339,917,40.86,,-25.5
PGHL, EQ, 01-Oct-2021,5403.6,5427.85,5535,5403,5522,5518.6,5475.44,12658,693.08,3079,7715,60.95,,115
